id,churn_probability,churn_probability,logit,,,log,cp,case,,,,,T,F,
70033,0,0,TRUE,,,0,0,TRUE,,,,,,,
70034,0,0,TRUE,,,0,0,TRUE,,,,,,,
70035,0,0,TRUE,,,1,0,TRUE,,,,,,,
70036,0,0,TRUE,,,0,0,TRUE,,,,,,,
70037,0,0,TRUE,,,1,0,TRUE,,,,,,,
70038,0,0,TRUE,,,0,0,TRUE,,,,,,,
70039,0,0,TRUE,,,0,0,TRUE,,,,,,,
70040,0,0,TRUE,,,0,0,TRUE,,,,,,,
70041,0,1,FALSE,,,1,1,FALSE,,,,,,,
70042,0,0,TRUE,,,0,0,TRUE,,,,,,,
70043,0,0,TRUE,,,0,0,TRUE,,,,,,,
70044,0,0,TRUE,,,0,0,TRUE,,,,,,,
70045,0,0,TRUE,,,0,0,TRUE,,,,,,,
70046,0,0,TRUE,,,1,1,FALSE,,,,,,,
70047,0,0,TRUE,,,0,0,TRUE,,,,,,,
70048,0,0,TRUE,,,0,0,TRUE,,,,,,,
70049,1,0,FALSE,,,0,1,TRUE,,,,,,,
70050,0,0,TRUE,,,0,0,TRUE,,,,,,,
70051,0,0,TRUE,,,0,0,TRUE,,,,,,,
70052,1,0,FALSE,,,1,0,FALSE,,,,,,,
70053,0,0,TRUE,,,0,0,TRUE,,,,,,,
70054,0,0,TRUE,,,0,0,TRUE,,,,,,,
70055,0,0,TRUE,,,0,0,TRUE,,,,,,,
70056,0,0,TRUE,,,0,0,TRUE,,,,,,,
70057,0,0,TRUE,,,0,0,TRUE,,,,,,,
70058,0,0,TRUE,,,0,0,TRUE,,,,,,,
70059,0,0,TRUE,,,0,0,TRUE,,,,,,,
70060,0,0,TRUE,,,0,0,TRUE,,,,,,,
70061,0,0,TRUE,,,0,0,TRUE,,,,,,,
70062,0,0,TRUE,,,0,0,TRUE,,,,,,,
70063,0,0,TRUE,,,1,0,TRUE,,,,,,,
70064,0,0,TRUE,,,0,0,TRUE,,,,,,,
70065,0,0,TRUE,,,0,0,TRUE,,,,,,,
70066,0,0,TRUE,,,0,0,TRUE,,,,,,,
70067,0,0,TRUE,,,0,0,TRUE,,,,,,,
70068,0,0,TRUE,,,0,0,TRUE,,,,,,,
70069,0,0,TRUE,,,0,0,TRUE,,,,,,,
70070,0,0,TRUE,,,0,0,TRUE,,,,,,,
70071,0,0,TRUE,,,1,0,TRUE,,,,,,,
70072,0,0,TRUE,,,0,0,TRUE,,,,,,,
70073,1,1,TRUE,,,1,1,TRUE,,,,,,,
70074,0,0,TRUE,,,0,0,TRUE,,,,,,,
70075,0,0,TRUE,,,0,0,TRUE,,,,,,,
70076,0,0,TRUE,,,0,0,TRUE,,,,,,,
70077,1,1,TRUE,,,0,0,FALSE,,,,,,,
70078,1,1,TRUE,,,1,1,TRUE,,,,,,,
70079,0,0,TRUE,,,0,0,TRUE,,,,,,,
70080,0,1,FALSE,,,1,1,FALSE,,,,,,,
70081,1,1,TRUE,,,1,1,TRUE,,,,,,,
70082,1,1,TRUE,,,1,1,TRUE,,,,,,,
70083,0,0,TRUE,,,0,0,TRUE,,,,,,,
70084,0,0,TRUE,,,0,0,TRUE,,,,,,,
70085,0,1,FALSE,,,1,1,FALSE,,,,,,,
70086,0,0,TRUE,,,0,0,TRUE,,,,,,,
70087,0,0,TRUE,,,0,0,TRUE,,,,,,,
70088,0,0,TRUE,,,0,0,TRUE,,,,,,,
70089,0,0,TRUE,,,0,0,TRUE,,,,,,,
70090,0,0,TRUE,,,1,0,TRUE,,,,,,,
70091,0,0,TRUE,,,0,0,TRUE,,,,,,,
70092,0,0,TRUE,,,0,0,TRUE,,,,,,,
70093,0,0,TRUE,,,0,0,TRUE,,,,,,,
70094,0,0,TRUE,,,0,0,TRUE,,,,,,,
70095,1,1,TRUE,,,1,1,TRUE,,,,,,,
70096,0,0,TRUE,,,0,0,TRUE,,,,,,,
70097,0,0,TRUE,,,0,0,TRUE,,,,,,,
70098,0,0,TRUE,,,0,0,TRUE,,,,,,,
70099,0,0,TRUE,,,1,1,FALSE,,,,,,,
70100,0,0,TRUE,,,0,0,TRUE,,,,,,,
70101,0,0,TRUE,,,0,0,TRUE,,,,,,,
70102,0,0,TRUE,,,0,0,TRUE,,,,,,,
70103,0,0,TRUE,,,1,0,TRUE,,,,,,,
70104,0,0,TRUE,,,0,0,TRUE,,,,,,,
70105,0,0,TRUE,,,0,0,TRUE,,,,,,,
70106,0,0,TRUE,,,0,0,TRUE,,,,,,,
70107,0,0,TRUE,,,1,0,TRUE,,,,,,,
70108,0,0,TRUE,,,0,0,TRUE,,,,,,,
70109,0,0,TRUE,,,0,0,TRUE,,,,,,,
70110,0,0,TRUE,,,0,0,TRUE,,,,,,,
70111,1,1,TRUE,,,1,1,TRUE,,,,,,,
70112,0,0,TRUE,,,0,0,TRUE,,,,,,,
70113,0,1,FALSE,,,1,0,TRUE,,,,,,,
70114,0,0,TRUE,,,0,0,TRUE,,,,,,,
70115,1,0,FALSE,,,0,0,FALSE,,,,,,,
70116,1,0,FALSE,,,1,1,TRUE,,,,,,,
70117,0,0,TRUE,,,0,0,TRUE,,,,,,,
70118,1,1,TRUE,,,1,1,TRUE,,,,,,,
70119,0,0,TRUE,,,0,0,TRUE,,,,,,,
70120,0,0,TRUE,,,0,0,TRUE,,,,,,,
70121,0,0,TRUE,,,0,0,TRUE,,,,,,,
70122,0,0,TRUE,,,0,0,TRUE,,,,,,,
70123,0,0,TRUE,,,0,0,TRUE,,,,,,,
70124,0,0,TRUE,,,1,0,TRUE,,,,,,,
70125,0,0,TRUE,,,0,0,TRUE,,,,,,,
70126,0,0,TRUE,,,0,0,TRUE,,,,,,,
70127,1,1,TRUE,,,1,1,TRUE,,,,,,,
70128,0,0,TRUE,,,0,0,TRUE,,,,,,,
70129,0,0,TRUE,,,0,0,TRUE,,,,,,,
70130,1,0,FALSE,,,1,1,TRUE,,,,,,,
70131,1,0,FALSE,,,0,0,FALSE,,,,,,,
70132,0,0,TRUE,,,0,0,TRUE,,,,,,,
70133,0,0,TRUE,,,0,0,TRUE,,,,,,,
70134,0,0,TRUE,,,0,0,TRUE,,,,,,,
70135,0,0,TRUE,,,0,0,TRUE,,,,,,,
70136,0,0,TRUE,,,0,0,TRUE,,,,,,,
70137,1,0,FALSE,,,1,0,FALSE,,,,,,,
70138,0,0,TRUE,,,0,0,TRUE,,,,,,,
70139,0,0,TRUE,,,0,0,TRUE,,,,,,,
70140,1,1,TRUE,,,1,1,TRUE,,,,,,,
70141,0,0,TRUE,,,0,0,TRUE,,,,,,,
70142,0,0,TRUE,,,0,0,TRUE,,,,,,,
70143,0,0,TRUE,,,0,0,TRUE,,,,,,,
70144,0,0,TRUE,,,0,0,TRUE,,,,,,,
70145,0,0,TRUE,,,0,0,TRUE,,,,,,,
70146,0,0,TRUE,,,0,0,TRUE,,,,,,,
70147,0,0,TRUE,,,1,0,TRUE,,,,,,,
70148,0,0,TRUE,,,0,0,TRUE,,,,,,,
70149,0,0,TRUE,,,0,0,TRUE,,,,,,,
70150,0,0,TRUE,,,0,0,TRUE,,,,,,,
70151,0,0,TRUE,,,0,0,TRUE,,,,,,,
70152,0,0,TRUE,,,0,0,TRUE,,,,,,,
70153,1,0,FALSE,,,1,0,FALSE,,,,,,,
70154,0,0,TRUE,,,0,0,TRUE,,,,,,,
70155,0,0,TRUE,,,0,0,TRUE,,,,,,,
70156,0,0,TRUE,,,0,0,TRUE,,,,,,,
70157,0,0,TRUE,,,0,0,TRUE,,,,,,,
70158,0,1,FALSE,,,1,1,FALSE,,,,,,,
70159,0,0,TRUE,,,0,0,TRUE,,,,,,,
70160,0,0,TRUE,,,0,0,TRUE,,,,,,,
70161,0,0,TRUE,,,0,0,TRUE,,,,,,,
70162,0,0,TRUE,,,0,0,TRUE,,,,,,,
70163,0,0,TRUE,,,1,0,TRUE,,,,,,,
70164,0,0,TRUE,,,0,0,TRUE,,,,,,,
70165,0,0,TRUE,,,0,0,TRUE,,,,,,,
70166,0,0,TRUE,,,0,0,TRUE,,,,,,,
70167,0,0,TRUE,,,0,0,TRUE,,,,,,,
70168,0,0,TRUE,,,0,0,TRUE,,,,,,,
70169,0,0,TRUE,,,0,0,TRUE,,,,,,,
70170,0,0,TRUE,,,0,0,TRUE,,,,,,,
70171,0,0,TRUE,,,0,0,TRUE,,,,,,,
70172,0,0,TRUE,,,0,0,TRUE,,,,,,,
70173,0,0,TRUE,,,0,0,TRUE,,,,,,,
70174,0,0,TRUE,,,0,0,TRUE,,,,,,,
70175,0,0,TRUE,,,0,0,TRUE,,,,,,,
70176,0,0,TRUE,,,0,0,TRUE,,,,,,,
70177,0,0,TRUE,,,0,0,TRUE,,,,,,,
70178,0,0,TRUE,,,0,0,TRUE,,,,,,,
70179,0,0,TRUE,,,1,0,TRUE,,,,,,,
70180,0,0,TRUE,,,1,1,FALSE,,,,,,,
70181,0,0,TRUE,,,0,0,TRUE,,,,,,,
70182,0,0,TRUE,,,0,0,TRUE,,,,,,,
70183,0,0,TRUE,,,1,1,FALSE,,,,,,,
70184,0,1,FALSE,,,1,1,FALSE,,,,,,,
70185,0,0,TRUE,,,0,0,TRUE,,,,,,,
70186,0,0,TRUE,,,0,0,TRUE,,,,,,,
70187,0,0,TRUE,,,0,0,TRUE,,,,,,,
70188,0,0,TRUE,,,0,0,TRUE,,,,,,,
70189,0,0,TRUE,,,0,0,TRUE,,,,,,,
70190,0,0,TRUE,,,0,0,TRUE,,,,,,,
70191,0,0,TRUE,,,1,0,TRUE,,,,,,,
70192,0,0,TRUE,,,0,0,TRUE,,,,,,,
70193,0,0,TRUE,,,0,0,TRUE,,,,,,,
70194,0,0,TRUE,,,0,0,TRUE,,,,,,,
70195,0,0,TRUE,,,0,0,TRUE,,,,,,,
70196,0,0,TRUE,,,0,0,TRUE,,,,,,,
70197,0,0,TRUE,,,1,0,TRUE,,,,,,,
70198,0,0,TRUE,,,0,0,TRUE,,,,,,,
70199,0,0,TRUE,,,0,0,TRUE,,,,,,,
70200,0,0,TRUE,,,1,0,TRUE,,,,,,,
70201,0,0,TRUE,,,1,0,TRUE,,,,,,,
70202,1,1,TRUE,,,1,1,TRUE,,,,,,,
70203,1,1,TRUE,,,1,1,TRUE,,,,,,,
70204,0,0,TRUE,,,0,0,TRUE,,,,,,,
70205,0,0,TRUE,,,0,0,TRUE,,,,,,,
70206,0,0,TRUE,,,0,0,TRUE,,,,,,,
70207,0,0,TRUE,,,0,0,TRUE,,,,,,,
70208,1,1,TRUE,,,1,1,TRUE,,,,,,,
70209,0,0,TRUE,,,0,0,TRUE,,,,,,,
70210,0,0,TRUE,,,1,0,TRUE,,,,,,,
70211,0,0,TRUE,,,0,0,TRUE,,,,,,,
70212,0,0,TRUE,,,0,0,TRUE,,,,,,,
70213,0,0,TRUE,,,0,0,TRUE,,,,,,,
70214,0,0,TRUE,,,0,0,TRUE,,,,,,,
70215,0,0,TRUE,,,0,0,TRUE,,,,,,,
70216,0,0,TRUE,,,0,0,TRUE,,,,,,,
70217,0,0,TRUE,,,0,0,TRUE,,,,,,,
70218,0,0,TRUE,,,0,0,TRUE,,,,,,,
70219,0,0,TRUE,,,0,0,TRUE,,,,,,,
70220,1,0,FALSE,,,1,1,TRUE,,,,,,,
70221,0,0,TRUE,,,0,1,FALSE,,,,,,,
70222,0,0,TRUE,,,1,0,TRUE,,,,,,,
70223,0,0,TRUE,,,0,0,TRUE,,,,,,,
70224,0,0,TRUE,,,0,0,TRUE,,,,,,,
70225,0,0,TRUE,,,1,0,TRUE,,,,,,,
70226,0,0,TRUE,,,1,0,TRUE,,,,,,,
70227,0,0,TRUE,,,0,0,TRUE,,,,,,,
70228,1,1,TRUE,,,1,0,FALSE,,,,,,,
70229,0,0,TRUE,,,1,0,TRUE,,,,,,,
70230,0,0,TRUE,,,0,0,TRUE,,,,,,,
70231,0,0,TRUE,,,0,0,TRUE,,,,,,,
70232,0,0,TRUE,,,0,0,TRUE,,,,,,,
70233,0,0,TRUE,,,0,0,TRUE,,,,,,,
70234,0,0,TRUE,,,0,0,TRUE,,,,,,,
70235,0,0,TRUE,,,0,0,TRUE,,,,,,,
70236,0,0,TRUE,,,0,0,TRUE,,,,,,,
70237,1,0,FALSE,,,1,0,FALSE,,,,,,,
70238,0,0,TRUE,,,0,0,TRUE,,,,,,,
70239,0,0,TRUE,,,0,0,TRUE,,,,,,,
70240,0,0,TRUE,,,0,0,TRUE,,,,,,,
70241,0,0,TRUE,,,0,0,TRUE,,,,,,,
70242,0,0,TRUE,,,0,0,TRUE,,,,,,,
70243,0,0,TRUE,,,0,0,TRUE,,,,,,,
70244,1,0,FALSE,,,1,0,FALSE,,,,,,,
70245,0,0,TRUE,,,0,0,TRUE,,,,,,,
70246,0,0,TRUE,,,0,0,TRUE,,,,,,,
70247,0,0,TRUE,,,0,0,TRUE,,,,,,,
70248,0,0,TRUE,,,0,0,TRUE,,,,,,,
70249,0,0,TRUE,,,1,0,TRUE,,,,,,,
70250,0,0,TRUE,,,0,0,TRUE,,,,,,,
70251,0,0,TRUE,,,0,0,TRUE,,,,,,,
70252,0,0,TRUE,,,0,0,TRUE,,,,,,,
70253,0,0,TRUE,,,0,0,TRUE,,,,,,,
70254,0,0,TRUE,,,1,0,TRUE,,,,,,,
70255,0,0,TRUE,,,0,0,TRUE,,,,,,,
70256,0,0,TRUE,,,0,0,TRUE,,,,,,,
70257,0,0,TRUE,,,0,0,TRUE,,,,,,,
70258,0,0,TRUE,,,0,0,TRUE,,,,,,,
70259,0,0,TRUE,,,0,0,TRUE,,,,,,,
70260,0,0,TRUE,,,0,0,TRUE,,,,,,,
70261,0,0,TRUE,,,0,0,TRUE,,,,,,,
70262,0,0,TRUE,,,0,0,TRUE,,,,,,,
70263,0,1,FALSE,,,1,1,FALSE,,,,,,,
70264,0,0,TRUE,,,0,0,TRUE,,,,,,,
70265,0,0,TRUE,,,0,0,TRUE,,,,,,,
70266,1,1,TRUE,,,1,1,TRUE,,,,,,,
70267,1,0,FALSE,,,0,0,FALSE,,,,,,,
70268,0,0,TRUE,,,0,0,TRUE,,,,,,,
70269,0,0,TRUE,,,1,0,TRUE,,,,,,,
70270,0,1,FALSE,,,1,1,FALSE,,,,,,,
70271,0,0,TRUE,,,0,0,TRUE,,,,,,,
70272,0,0,TRUE,,,0,0,TRUE,,,,,,,
70273,0,0,TRUE,,,0,0,TRUE,,,,,,,
70274,0,0,TRUE,,,0,0,TRUE,,,,,,,
70275,0,0,TRUE,,,0,0,TRUE,,,,,,,
70276,0,1,FALSE,,,1,1,FALSE,,,,,,,
70277,0,0,TRUE,,,0,0,TRUE,,,,,,,
70278,0,0,TRUE,,,0,0,TRUE,,,,,,,
70279,0,0,TRUE,,,0,0,TRUE,,,,,,,
70280,0,0,TRUE,,,0,0,TRUE,,,,,,,
70281,0,0,TRUE,,,0,0,TRUE,,,,,,,
70282,1,0,FALSE,,,0,0,FALSE,,,,,,,
70283,0,1,FALSE,,,1,1,FALSE,,,,,,,
70284,1,1,TRUE,,,1,1,TRUE,,,,,,,
70285,0,0,TRUE,,,0,0,TRUE,,,,,,,
70286,0,0,TRUE,,,0,0,TRUE,,,,,,,
70287,0,0,TRUE,,,0,0,TRUE,,,,,,,
70288,0,0,TRUE,,,0,0,TRUE,,,,,,,
70289,0,0,TRUE,,,0,0,TRUE,,,,,,,
70290,0,0,TRUE,,,0,0,TRUE,,,,,,,
70291,0,0,TRUE,,,0,0,TRUE,,,,,,,
70292,0,0,TRUE,,,1,0,TRUE,,,,,,,
70293,0,0,TRUE,,,0,0,TRUE,,,,,,,
70294,0,0,TRUE,,,0,0,TRUE,,,,,,,
70295,0,0,TRUE,,,0,0,TRUE,,,,,,,
70296,0,0,TRUE,,,0,0,TRUE,,,,,,,
70297,0,0,TRUE,,,0,0,TRUE,,,,,,,
70298,0,0,TRUE,,,0,0,TRUE,,,,,,,
70299,0,0,TRUE,,,0,0,TRUE,,,,,,,
70300,0,0,TRUE,,,1,1,FALSE,,,,,,,
70301,0,0,TRUE,,,0,0,TRUE,,,,,,,
70302,0,0,TRUE,,,0,0,TRUE,,,,,,,
70303,0,0,TRUE,,,0,0,TRUE,,,,,,,
70304,0,0,TRUE,,,1,0,TRUE,,,,,,,
70305,0,0,TRUE,,,0,0,TRUE,,,,,,,
70306,0,0,TRUE,,,0,0,TRUE,,,,,,,
70307,0,0,TRUE,,,0,0,TRUE,,,,,,,
70308,0,0,TRUE,,,0,0,TRUE,,,,,,,
70309,0,0,TRUE,,,1,0,TRUE,,,,,,,
70310,0,0,TRUE,,,0,0,TRUE,,,,,,,
70311,0,0,TRUE,,,1,0,TRUE,,,,,,,
70312,0,0,TRUE,,,0,0,TRUE,,,,,,,
70313,0,0,TRUE,,,0,0,TRUE,,,,,,,
70314,0,0,TRUE,,,0,0,TRUE,,,,,,,
70315,0,0,TRUE,,,0,0,TRUE,,,,,,,
70316,0,0,TRUE,,,1,0,TRUE,,,,,,,
70317,0,0,TRUE,,,0,0,TRUE,,,,,,,
70318,0,0,TRUE,,,0,0,TRUE,,,,,,,
70319,0,0,TRUE,,,0,0,TRUE,,,,,,,
70320,0,0,TRUE,,,0,0,TRUE,,,,,,,
70321,0,0,TRUE,,,0,0,TRUE,,,,,,,
70322,0,0,TRUE,,,0,0,TRUE,,,,,,,
70323,0,0,TRUE,,,0,0,TRUE,,,,,,,
70324,0,0,TRUE,,,0,0,TRUE,,,,,,,
70325,0,0,TRUE,,,0,0,TRUE,,,,,,,
70326,0,0,TRUE,,,0,0,TRUE,,,,,,,
70327,0,0,TRUE,,,0,0,TRUE,,,,,,,
70328,0,1,FALSE,,,1,1,FALSE,,,,,,,
70329,0,0,TRUE,,,0,0,TRUE,,,,,,,
70330,0,0,TRUE,,,0,0,TRUE,,,,,,,
70331,0,0,TRUE,,,0,0,TRUE,,,,,,,
70332,0,0,TRUE,,,1,0,TRUE,,,,,,,
70333,0,0,TRUE,,,0,0,TRUE,,,,,,,
70334,0,0,TRUE,,,0,0,TRUE,,,,,,,
70335,0,0,TRUE,,,0,0,TRUE,,,,,,,
70336,0,0,TRUE,,,0,0,TRUE,,,,,,,
70337,0,0,TRUE,,,0,0,TRUE,,,,,,,
70338,1,1,TRUE,,,1,1,TRUE,,,,,,,
70339,1,1,TRUE,,,1,1,TRUE,,,,,,,
70340,0,0,TRUE,,,0,0,TRUE,,,,,,,
70341,0,0,TRUE,,,0,0,TRUE,,,,,,,
70342,0,0,TRUE,,,0,0,TRUE,,,,,,,
70343,0,0,TRUE,,,1,0,TRUE,,,,,,,
70344,1,0,FALSE,,,1,1,TRUE,,,,,,,
70345,0,0,TRUE,,,0,0,TRUE,,,,,,,
70346,0,0,TRUE,,,0,0,TRUE,,,,,,,
70347,0,0,TRUE,,,1,0,TRUE,,,,,,,
70348,0,0,TRUE,,,0,0,TRUE,,,,,,,
70349,0,0,TRUE,,,0,0,TRUE,,,,,,,
70350,1,1,TRUE,,,1,1,TRUE,,,,,,,
70351,0,0,TRUE,,,0,0,TRUE,,,,,,,
70352,0,0,TRUE,,,0,0,TRUE,,,,,,,
70353,0,0,TRUE,,,0,0,TRUE,,,,,,,
70354,0,0,TRUE,,,0,0,TRUE,,,,,,,
70355,0,0,TRUE,,,0,0,TRUE,,,,,,,
70356,0,0,TRUE,,,1,0,TRUE,,,,,,,
70357,0,0,TRUE,,,0,0,TRUE,,,,,,,
70358,0,0,TRUE,,,1,0,TRUE,,,,,,,
70359,0,0,TRUE,,,1,1,FALSE,,,,,,,
70360,0,0,TRUE,,,0,0,TRUE,,,,,,,
70361,0,0,TRUE,,,1,0,TRUE,,,,,,,
70362,0,0,TRUE,,,1,1,FALSE,,,,,,,
70363,0,0,TRUE,,,0,0,TRUE,,,,,,,
70364,0,0,TRUE,,,0,0,TRUE,,,,,,,
70365,0,1,FALSE,,,1,1,FALSE,,,,,,,
70366,0,0,TRUE,,,0,0,TRUE,,,,,,,
70367,0,0,TRUE,,,0,0,TRUE,,,,,,,
70368,0,0,TRUE,,,0,1,FALSE,,,,,,,
70369,0,0,TRUE,,,0,0,TRUE,,,,,,,
70370,0,0,TRUE,,,0,0,TRUE,,,,,,,
70371,0,0,TRUE,,,1,1,FALSE,,,,,,,
70372,0,0,TRUE,,,0,0,TRUE,,,,,,,
70373,0,0,TRUE,,,0,0,TRUE,,,,,,,
70374,0,0,TRUE,,,0,0,TRUE,,,,,,,
70375,0,0,TRUE,,,0,0,TRUE,,,,,,,
70376,0,0,TRUE,,,0,0,TRUE,,,,,,,
70377,0,0,TRUE,,,0,0,TRUE,,,,,,,
70378,0,0,TRUE,,,0,0,TRUE,,,,,,,
70379,0,0,TRUE,,,0,0,TRUE,,,,,,,
70380,0,0,TRUE,,,1,1,FALSE,,,,,,,
70381,0,0,TRUE,,,0,0,TRUE,,,,,,,
70382,0,0,TRUE,,,0,0,TRUE,,,,,,,
70383,0,1,FALSE,,,1,1,FALSE,,,,,,,
70384,0,0,TRUE,,,0,0,TRUE,,,,,,,
70385,0,0,TRUE,,,0,0,TRUE,,,,,,,
70386,0,0,TRUE,,,0,0,TRUE,,,,,,,
70387,0,0,TRUE,,,0,0,TRUE,,,,,,,
70388,0,0,TRUE,,,0,0,TRUE,,,,,,,
70389,0,0,TRUE,,,1,0,TRUE,,,,,,,
70390,0,0,TRUE,,,0,0,TRUE,,,,,,,
70391,1,1,TRUE,,,1,1,TRUE,,,,,,,
70392,0,0,TRUE,,,0,0,TRUE,,,,,,,
70393,0,0,TRUE,,,1,0,TRUE,,,,,,,
70394,0,0,TRUE,,,0,0,TRUE,,,,,,,
70395,0,0,TRUE,,,0,0,TRUE,,,,,,,
70396,0,0,TRUE,,,0,1,FALSE,,,,,,,
70397,0,0,TRUE,,,0,0,TRUE,,,,,,,
70398,0,0,TRUE,,,0,0,TRUE,,,,,,,
70399,0,0,TRUE,,,0,0,TRUE,,,,,,,
70400,0,0,TRUE,,,0,0,TRUE,,,,,,,
70401,0,0,TRUE,,,0,0,TRUE,,,,,,,
70402,0,0,TRUE,,,0,0,TRUE,,,,,,,
70403,0,0,TRUE,,,0,0,TRUE,,,,,,,
70404,0,0,TRUE,,,0,0,TRUE,,,,,,,
70405,1,1,TRUE,,,1,1,TRUE,,,,,,,
70406,0,0,TRUE,,,0,0,TRUE,,,,,,,
70407,0,0,TRUE,,,0,0,TRUE,,,,,,,
70408,0,0,TRUE,,,0,0,TRUE,,,,,,,
70409,0,0,TRUE,,,0,0,TRUE,,,,,,,
70410,0,0,TRUE,,,0,0,TRUE,,,,,,,
70411,1,0,FALSE,,,1,0,FALSE,,,,,,,
70412,0,0,TRUE,,,0,0,TRUE,,,,,,,
70413,0,0,TRUE,,,1,0,TRUE,,,,,,,
70414,0,0,TRUE,,,0,0,TRUE,,,,,,,
70415,0,0,TRUE,,,0,0,TRUE,,,,,,,
70416,0,0,TRUE,,,0,0,TRUE,,,,,,,
70417,0,0,TRUE,,,0,0,TRUE,,,,,,,
70418,0,1,FALSE,,,1,1,FALSE,,,,,,,
70419,0,0,TRUE,,,0,0,TRUE,,,,,,,
70420,0,0,TRUE,,,0,0,TRUE,,,,,,,
70421,1,0,FALSE,,,1,0,FALSE,,,,,,,
70422,0,0,TRUE,,,1,1,FALSE,,,,,,,
70423,0,0,TRUE,,,0,0,TRUE,,,,,,,
70424,0,0,TRUE,,,0,0,TRUE,,,,,,,
70425,0,0,TRUE,,,0,0,TRUE,,,,,,,
70426,0,0,TRUE,,,0,0,TRUE,,,,,,,
70427,0,0,TRUE,,,0,0,TRUE,,,,,,,
70428,0,0,TRUE,,,0,0,TRUE,,,,,,,
70429,0,0,TRUE,,,0,0,TRUE,,,,,,,
70430,0,0,TRUE,,,0,0,TRUE,,,,,,,
70431,0,0,TRUE,,,1,0,TRUE,,,,,,,
70432,0,1,FALSE,,,1,0,TRUE,,,,,,,
70433,0,0,TRUE,,,0,0,TRUE,,,,,,,
70434,0,0,TRUE,,,0,0,TRUE,,,,,,,
70435,0,0,TRUE,,,0,0,TRUE,,,,,,,
70436,0,0,TRUE,,,0,0,TRUE,,,,,,,
70437,1,1,TRUE,,,1,1,TRUE,,,,,,,
70438,0,0,TRUE,,,0,0,TRUE,,,,,,,
70439,0,0,TRUE,,,0,0,TRUE,,,,,,,
70440,0,0,TRUE,,,0,0,TRUE,,,,,,,
70441,0,0,TRUE,,,0,0,TRUE,,,,,,,
70442,0,0,TRUE,,,0,0,TRUE,,,,,,,
70443,0,0,TRUE,,,0,0,TRUE,,,,,,,
70444,1,0,FALSE,,,0,0,FALSE,,,,,,,
70445,0,0,TRUE,,,0,0,TRUE,,,,,,,
70446,0,0,TRUE,,,0,0,TRUE,,,,,,,
70447,1,1,TRUE,,,1,1,TRUE,,,,,,,
70448,1,0,FALSE,,,0,0,FALSE,,,,,,,
70449,0,0,TRUE,,,1,0,TRUE,,,,,,,
70450,0,0,TRUE,,,0,0,TRUE,,,,,,,
70451,0,0,TRUE,,,0,0,TRUE,,,,,,,
70452,0,0,TRUE,,,1,0,TRUE,,,,,,,
70453,0,1,FALSE,,,1,1,FALSE,,,,,,,
70454,0,0,TRUE,,,1,0,TRUE,,,,,,,
70455,0,0,TRUE,,,0,0,TRUE,,,,,,,
70456,0,0,TRUE,,,0,0,TRUE,,,,,,,
70457,0,0,TRUE,,,0,0,TRUE,,,,,,,
70458,0,0,TRUE,,,0,0,TRUE,,,,,,,
70459,0,0,TRUE,,,1,0,TRUE,,,,,,,
70460,0,0,TRUE,,,0,0,TRUE,,,,,,,
